ui_id,screen_type,image_path,source,heuristic,issue,severity,suggestion,expert
notifications_01,notifications,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/notifications_01.png,mobbin,WCAG Use of color,"The 'All' filter chip uses a subtle background color to indicate it is the active selection. This relies primarily on a slight color/value shift to communicate status, which may be difficult for users with color vision deficiencies to perceive.",3,"Incorporate a secondary visual cue for the active state, such as a bolder border, a thicker text weight, or a distinct underline indicator, to ensure system status is clear without relying on color alone",ui ux expert
notifications_01,notifications,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/notifications_01.png,mobbin,Consistency and standards,The filter chip labeled 'Remainders' is a misspelling of 'Reminders'. This inconsistent use of language breaks the standard of professional and familiar terminology expected in a user interface,2,Correct the spelling to 'Reminders' to maintain consistency with standard language patterns and ensure the interface feels trustworthy and professional,ui ux expert
notifications_02,notifications,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/notifications_02.png,mobbin,Aesthetic and minimalist design,"The notification text for trending posts (e.g., 'music Rendezvous's post is trending...') is truncated at the end of the second line. This prevents the user from seeing the full context of the alert, violating the principle of providing enough information to be useful without clutter",1,Allow for a three-line maximum or provide a slightly smaller font size for the post snippet to ensure the core message of the notification is readable without requiring a tap,ui ux expert
notifications_02,notifications,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/notifications_02.png,mobbin,WCAG Target size,"The interactive notification rows are vertically dense. While the avatars provide a larger visual anchor, the hit area for specific text-based navigation within the list may be prone to accidental taps due to the proximity of adjacent notifications",1,"Increase the vertical padding or line height for each notification row to ensure the touch target is at least 44px in height, improving operability on mobile devices",ui ux expert
empty_state_01,empty_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/empty_state_01.png,mobbin,Visibility of system status,"The screen displays a balance of '£0.00' at the top and an empty state for transactions. However, there is no visual feedback indicating whether the system is currently syncing or if the empty state is due to a lack of activity. This leaves the user unsure if the zero balance is accurate or a loading error",2,Include a 'Last updated' timestamp or a subtle pull-to-refresh animation to confirm the system status. This ensures the user knows the information is current and the system is functioning correctly,ui ux expert
empty_state_01,empty_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/empty_state_01.png,mobbin,Match between system and the real world,"The navigation icon for 'Spaces' uses a generic four-square grid. In a banking context, 'Spaces' often refers to savings buckets or sub-accounts, but the grid icon is more commonly associated with an 'Apps' or 'Menu' layout in the real world of digital interfaces",1,"Use a more contextually relevant icon for 'Spaces,' such as overlapping circles/folders, to better represent the concept of categorized savings or account divisions",ui ux expert
empty_state_02,empty_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/empty_state_02.png,dribbble,Help and documentation,"The screen informs the user that no orders have been placed but does not provide a direct link or documentation regarding where their cart is or how to view 'Saved' items. While it suggests adding items, it lacks a 'Help' or 'FAQ' trigger for users who might be looking for a missing order",1,Include a small 'Need help finding an order?' link or a direct 'Go to Cart' secondary action to provide better documentation and support for users navigating this empty state,ui ux expert
empty_state_02,empty_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/empty_state_02.png,dribbble,User control and freedom,"The 'Explore Products' button is the only way forward. If a user arrived here by mistake while looking for something else (like their Profile or Settings), there is no 'Home' or 'Cancel' button visible other than the small back arrow, restricting their perceived freedom of movement.",1,"While the back arrow exists, adding a secondary 'Go to Home' button or maintaining a visible bottom navigation bar would give users more freedom to exit this specific sub-menu",ui ux expert
error_state_01,error_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/error_state_01.png,mobbin,"Help Users Recognize, Diagnose, and Recover from Errors","The error message 'Connection lost' is clear, but the suggestion 'Airplane mode might be on' is presented as a passive information box rather than an actionable diagnostic tool. If the system can detect airplane mode, it should ideally provide a direct toggle or more definitive feedback",2,"Make the 'Airplane mode' suggestion more prominent or provide a direct link to system settings where that specific state can be toggled, improving the user's ability to recover from the error.",ui ux expert
error_state_01,error_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/error_state_01.png,mobbin,WCAG Target size,The 'Check network settings' text link at the bottom is placed near the edge of the screen and has no visible padding or button-like container. Its hit area likely does not meet the 44x44 pixel minimum requirement for touch targets on mobile devices.,1,Increase the hit area for the 'Check network settings' link by giving it more vertical padding or converting it into a secondary 'ghost button' style to ensure better operability or underline the link in order for user to recognize it as a link,ui ux expert
error_state_02,error_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/error_state_02.png,mobbin,Aesthetic and minimalist design,"The screen is excessively empty, featuring only three small lines of text and one small button in the upper half. While minimalist, it fails to use visual hierarchy or imagery to communicate the 'nature' of the error, making the interface feel unfinished or broken rather than helpful.",1,Incorporate a subtle empty-state or error-state illustration or icon to provide visual context and improve the overall aesthetic balance of the screen without cluttering it,ui ux expert
error_state_02,error_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/error_state_02.png,mobbin,User control and freedom,"The 'Back' button in the top left and the 'OK' button likely perform similar functions (dismissing the error), but there is no clear distinction between 'canceling' the operation that caused the error and 'acknowledging' it. This limits the user's perceived sense of control over the recovery process",1,"Clearly define the primary action. If 'OK' dismisses the screen, consider if a 'Retry' button would provide better freedom to resume the previous task immediately",ui ux expert
error_state_02,error_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/error_state_02.png,mobbin,"Help users Recognize, Diagnose, and Recover from Errors",The error message 'An error occurred! Something went wrong.' is highly generic and provides no diagnostic information or specific path to recovery. Users are left unaware of why the system failed or what they should change to succeed on a second attempt,3,"Provide a specific error description (e.g., 'Unable to save changes' or 'Network timeout') and an actionable recovery path beyond just 'trying again,' such as a 'Retry' button or a link to support",ui ux expert
chat_01,chat,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/chat_01.png,dribbble,WCAG contrast,"The timestamps '09:18 AM' and the 'Typing..' text are rendered in a very light gray. Against the off-white background, this text likely fails the contrast ratio required for accessibility, making metadata difficult to read",3,Darken the gray used for timestamps and status indicators to ensure they meet WCAG standards for legibility,ui ux expert
chat_02,chat,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/chat_02.png,mobbin,Visibility of system status,"The typing indicator (three dots) is shown in a bubble on the left, but the 'Stop' button (square icon) is already active in the input field. This creates a slight contradiction in system status: one indicates 'thinking/typing' while the other implies an 'active generation' that can be halted",1,"Sync the indicators. Use the typing dots bubble only when the system is preparing a response, and only show the 'Stop' button in the input field once the text generation has actually begun to appear on screen",ui ux expert
filter_01,filter_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/filter_01.png,mobbin,Consistency and standards,"The interface uses three different interaction patterns for selection: chips for 'Source' and 'Availability', a segmented control style for 'Distance' and 'Browse view', and radio buttons for 'Sort by'. This lack of standard selection patterns increases cognitive load",2,"Standardize the selection inputs. For example, use chips for all category-based filters and maintain segmented controls only for layout views to ensure a predictable user experience",ui ux expert
filter_01,filter_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/filter_01.png,mobbin,Visibility of system status,"The 'Distance' filter is a horizontal scrollable list, but the first option ('2 km') is partially cut off on the left. This creates a lack of clarity regarding whether there are more options in that direction or if it is a rendering error",1,"Ensure proper horizontal padding so that the first item is fully visible, or use a standard 'fade' effect to indicate that the list is scrollable",ui ux expert
filter_02,filter_state,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/filter_02.png,mobbin,WCAG contrast,"The 'Bookings' category and 'Featured' sort option indicate their active state using only a thin red border and black text. For users with color vision deficiencies, the red border may not be sufficiently distinct from the gray borders of inactive items, making it difficult to perceive which filters are currently applied",2,"Incorporate a secondary visual indicator for active states, such as a checkmark icon or a solid color fill for the selected button, to ensure the status is clear without relying solely on color",ui ux expert
rating_01,rating,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/rating_01.png,mobbin,User control and freedom,"The 'Skip' action is placed in the top right, outside the main white modal area. This separates it from the primary workflow ('Submit'), making it less discoverable for users who want to exit the feedback loop quickly without providing a tip or rating",1,Place a 'Skip' or 'Not now' button within the modal's primary button area or provide a clear 'X' close icon in the top right of the white card to give users a more standard way to exit,ui ux expert
rating_01,rating,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/rating_01.png,mobbin,Match between system and the real world,"The star rating system is a standard convention, but the stars are currently empty outlines. Without a 'hover' or 'initial' state, it isn't immediately obvious to all users that they need to tap the stars to fill them, as the interface looks very static",1,Consider a subtle '1-5' label or a 'Tap to rate' instruction to explicitly bridge the gap between the visual icon and the intended real-world action of providing a score,ui ux expert
rating_02,rating,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/rating_02.png,mobbin,WCAG Target size,"The individual chips (e.g., 'Great value', 'Friendly staff') are placed very close to one another horizontally and vertically. On mobile, this creates a high risk of 'fat-finger' errors where the user accidentally selects an adjacent chip instead of the intended one",2,Increase the spacing (margin) between the chips and ensure each chip meets the minimum 44x44 pixel hit area to improve touch accuracy,ui ux expert
rating_02,rating,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/rating_02.png,mobbin,User control and freedom,"The header contains both a 'Back' arrow and an 'X' (Close) icon. While this provides freedom, having both at the top of the same modal can be confusing. It is unclear if 'Back' saves current progress while 'X' discards it, or if they perform the same action",1,"Standardize the header navigation. If this is a multi-step modal, keep the 'Back' arrow for navigation and use a single 'Close' action, or provide a 'Cancel' text button to clarify that progress will be lost",ui ux expert
social_media_01,social_media,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/social_media_01.png,mobbin,Consistency and standards,"The bottom navigation bar uses a solid blue icon for the 'Home' active state, while the 'For You' filter chip in the center uses a completely different shade of bright blue. This inconsistency in the primary brand/action color creates a disjointed visual identity",1,Unify the brand's primary action color. Use the same hex code for the active navigation icon and the active 'For You' toggle to maintain a consistent visual standard,ui ux expert
social_media_02,social_media,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/social_media_02.png,dribbble,Aesthetic and minimalist design,"The interface heavily utilizes red/orange glowing 'glassmorphism' borders around almost every element (profile pics, stories, search, notifications, and the central 'Add' button). This creates excessive visual noise and high cognitive load, as the glow effect competes with the actual content for the user's attention",2,implify the decorative elements. Use the glow effect sparingly perhaps only for the primary 'Add' button or active states to maintain a cleaner hierarchy and reduce visual fatigue,ui ux expert
social_media_02,social_media,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/social_media_02.png,dribbble,Visibility of system status,"The story circles (e.g., Laura, Antony) have a glowing border, which typically indicates an 'unread' story. However, there is no clear visual distinction between a user who has an active story versus one who doesn't, other than the presence of the glow itself",1,"Ensure there is a clear 'viewed' vs 'unviewed' state for stories, such as changing the border color to a neutral gray once a story has been consumed, to keep the user informed of the system status",ui ux expert
social_media_03,social_media,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/social_media_03.png,dribbble,Visibility of system status,"The colorful rings around the profile pictures indicate active/unviewed stories. However, the thickness and specific color gradients can sometimes blend into the profile images themselves, making the 'unread' status less distinct for users with certain types of color blindness",1,Maintain a clear white 'halo' or gap between the profile image and the colorful story ring to provide a higher-contrast border that clearly signals the status regardless of the profile image's colors,ui ux expert
health_01,health,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/health_01.png,mobbin,Flexibility and efficiency of use,"The 'Pinned' section allows users to curate their most important data, which is an excellent 'accelerator' for power users. However, there is no visible way to reorder these pins directly from this screen (e.g., drag-and-drop handles), forcing users to enter an 'Edit' mode for simple spatial adjustments",1,Implement long-press drag-and-drop functionality for pinned cards to allow efficient customization without navigating to a separate edit interface,ui ux expert
health_01,health,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/health_01.png,mobbin,Help and documentation,"The 'Walking Steadiness' card displays 'No Data' but provides no immediate contextual help on *how* to generate this data (e.g., 'Carry your phone in your pocket while walking'). Users are left with a dead-end state rather than documentation that aids task completion",3,Replace 'No Data' with a brief instructional prompt or a 'Learn how to set this up' link to provide proactive help within the specific context of the feature,ui ux expert
health_02,health,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/health_02.png,mobbin,Aesthetic and minimalist design,"The 'Today/Week' toggle is placed inside the breathing check card, but its visual style (white on light gray) is very subtle. Furthermore, the large motivational header 'Consistency Over Motivation Always' takes up significant vertical space that could be used to bring the data-heavy specialists section further up into the initial viewport",1,"Reduce the vertical padding of the motivational quote or integrate it into a smaller banner to prioritize functional data, and increase the contrast of the active toggle state for better visual clarity",ui ux expert
health_02,health,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/health_02.png,mobbin,WCAG contrast,"The contrast ratio between the white bars and the light background in the screenshot is likely well below the required by WCAG for non-text graphical objects.Users with low vision, color vision deficiencies, or even users in high-glare environments (like using the phone outdoors) will find the data nearly invisible.",3,"Adopt a higher-contrast color for the bars. Using the dark purple or teal seen elsewhere in the app would immediately resolve the visibility issue while maintaining the ""Aesthetic and minimalist design"" without sacrificing functionality.",ui ux expert
fitness_01,fitness,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/fitness_01.png,dribbble,WCAG Target size,"The date picker icons (15-21) are very narrow and packed tightly. On a mobile device, tapping a specific day like 'Tue 17' without accidentally hitting 'Wed 18' is difficult, as the targets appear to be under the 44px width threshold",2,Increase the horizontal padding between dates or make the entire date pill wider to ensure each day is an easily 'tappable' target for all thumb sizes,ui ux expert
fitness_01,fitness,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/fitness_01.png,dribbble,Match between system and the real world,"The 'Active Calories' card uses an orange circular progress ring, but the ring is only partially filled while the number (2,390 kcal) is quite high. There is no 'goal' value visible (e.g., '/ 2500'), making the circular gauge an abstract decoration rather than a meaningful representation of real-world progress",2,"Include the target goal value (e.g., '2,390 / 3,000') so the user can map the digital ring's progress to their physical health goals",ui ux expert
fitness_02,fitness,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/fitness_02.png,dribbble,Recognition rather than recall,"The 'Scheduled' section shows 'Bench Press' with an 'OFF' toggle next to a bell icon. It is unclear if 'OFF' means the workout is canceled, the notification is silenced, or the session hasn't started. The user must recall what this specific toggle state represents",2,Replace the 'OFF' toggle with a clearer status label like 'Reminder Off' or 'Not Started' to reduce the cognitive load required to understand the schedule status,ui ux expert
fitness_02,fitness,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/fitness_02.png,dribbble,Aesthetic and minimalist design,"The use of the neon lime green is very effective for primary actions (Start, Profile icons). However, using the same high-vibrancy color for the 'Daily Calories' background card creates a massive visual 'weight' that overwhelms the other data points like Heart Rate and Workout Time",1,"Use the high-vibrancy green more sparingly, perhaps for the gauge itself rather than the entire card background, to create a more balanced and less fatiguing visual hierarchy",ui ux expert
banking_01,banking,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/banking_01.png,mobbin,Match between system and the real world,"The currency formatting across the app is inconsistent and non-standard. The 'Your Balance' is shown as '$23,550.0' and the 'Week budget' as '$160.8'. In the real world, financial systems traditionally use two decimal places for currency (e.g., $160.80) to avoid ambiguity",3,"Standardize all currency displays to use two decimal places (e.g., .00) to match user expectations for financial applications and improve professional credibility",ui ux expert
banking_01,banking,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/banking_01.png,mobbin,Visibility of system status,"The 'Week budget' card features a pie chart and a progress bar, but the relationship between the two is not immediately clear. The chart shows a partially filled segment, but there is no label indicating if the '$160.8' is the 'spent' amount or the 'remaining' amount",2,Add explicit labels such as 'Spent' or 'Remaining' next to the budget figures and ensure the pie chart visually aligns with that status to keep the user clearly informed of their financial state,ui ux expert
banking_02,banking,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/banking_02.png,dribbble,Recognition rather than recall,The transaction for '£1.00' features an 'EUR' badge on a chess piece icon. It is unclear if the '£1.00' is the converted amount or the original currency value. The user has to recall their exchange rate or tap into the transaction to understand the multi-currency relationship,3,"Display both currencies on the main feed (e.g., '€1.17 • £1.00') for international transactions to support instant recognition of the spent amount and the currency conversion",ui ux expert
banking_02,banking,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/banking_02.png,dribbble,Aesthetic and minimalist design,"The transaction list uses very faint horizontal dividers and date headers ('Wednesday 21 May') that are visually similar in weight to the transaction metadata (time and category). This flattens the visual hierarchy, making it harder to scan for specific days",1,Use slightly bolder typography or a subtle background tint for date headers to better separate transaction groups and improve the scannability of the feed,ui ux expert
music_player_01,music_player,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/music_player_01.png,dribbble,Help and documentation,"The 'Recently Played' section displays an empty state message. While it explains that history will appear later, it lacks a proactive 'call to action' (CTA). For a new user, this is a missed opportunity to provide documentation on how to start playing content",1,Include a small button or link such as 'Browse Music' or 'Discover Stations' within the empty state box to guide users toward their first playback action,ui ux expert
music_player_01,music_player,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/music_player_01.png,dribbble,Aesthetic and minimalist design,"The bottom floating placement of the search bar is functionally superior for one-handed use, but visually problematic in this specific layout because it competes for space with the playback controls.",2,"A better approach might be to dock the search bar at the very top of the ""Now Playing"" bar or have it disappear/shrink during an upward scroll to free up the ""Aesthetic and minimalist"" space for browsing.",ui ux expert
music_player_02,music_player,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/music_player_02.png,mobbin,Aesthetic and minimalist design,"The screen is visually cluttered with competing elements. The top banner, the segmented control ('Discover/Library'), the 'Fresh from v4' cards with overlapping play/like counts, and the floating player at the bottom all fight for attention. This high density increases cognitive load and makes it difficult to focus on a primary task",3,"Increase white space between sections and simplify the card designs. For example, moving the play and like counts below the image rather than overlaying them would clean up the visual presentation",ui ux expert
music_player_02,music_player,https://fypuiuploads.s3.eu-north-1.amazonaws.com/dataset_uis/music_player_02.png,mobbin,Consistency and standards,"The app uses a 'v4' badge in high-vibrancy lime green in the 'Global Trending' section, but the header uses 'Fresh from v4' in plain text. This inconsistent treatment of versioning/tagging can confuse users about what 'v4' signifies and whether it is a category, a model version, or a quality tag",1,"Standardize the visual treatment of the 'v4' label. If it is a key identifier, use the badge style consistently across both headers and list items to improve recognition",ui ux expert
